CLV;CLM;CLI;FEGL;SIGL;PGL;ALGL;MNGL;PFGL;CAGL;MGGL;TIGL;FOGL;Fe3O4GL;G1;G2;G3;G23;G4;FE1;SI1;P1;AL1;MN1;PF1;CA1;MG1;TI1;FO1;Fe3O4_1;FE2;SI2;P2;AL2;MN2;PF2;CA2;MG2;TI2;FO2;Fe3O4_2;FE3;SI3;P3;AL3;MN3;PF3;CA3;MG3;TI3;FO3;Fe3O4_3;FE23;SI23;P23;AL23;MN23;PF23;CA23;MG23;TI23;FO23;Fe3O4_23;FE4;SI4;P4;AL4;MN4;PF4;CA4;MG4;TI4;FO4;Fe3O4_4;FQGL;FQ1;FQ2;FQ3;FQ23;FQ4
CG;CG;IAL;56,491;1,386;0,337;4,793;0,01;12,209;0,01;0,01;0,901;-99;-99;65,665;18,828;6,333;25,161;9,174;57,52;1,09;0,332;4,02;0,01;11,66;0,01;0,01;0,775;-99;-99;55,52;1,42;0,357;5,14;0,01;13,44;0,01;0,01;0,909;-99;-99;53,28;3,15;0,35;6,24;0,01;13,51;0,01;0,01;0,974;-99;-99;54,956;1,855;0,355;5,417;0,01;13,458;0,01;0,01;0,925;-99;-99;53,34;2,22;0,326;8,61;0,012;12,71;1,742;0,01;0,011;-99;-99;100,859;100,575;101,137;100,883;101,072;102,326
HF;HF;HF;65,6330;2,249;0,029;1,441;0,276;1,65;0,01;0,033;0,055;-99;-99;19,37;14,47;9,526;23,996;56,634;65,7;0,27;0,021;3,32;0,01;2,17;0,01;0,01;0,05;-99;-99;66,3;1,63;0,016;1,95;0,01;1,46;0,01;0,01;0,029;-99;-99;62,9;7,33;0,014;1,31;0,012;1,24;0,01;0,01;0,037;-99;-99;64,95;3,893;0,015;1,696;0,011;1,373;0,01;0,01;0,032;-99;-99;65,9;2,23;0,038;0,69;0,479;1,59;0,066;0,05;0,01;-99;-99;99,696;99,822;99,928;99,913;99,922;99,559
IFS;IF;IF;41,706;37,012;0,015;0,862;0,01;0,627;0,013;0,01;0,014;-99;-99;21,394;14,12;8,447;22,567;56,064;52,01;23,77;0,01;0,1;0,01;0,16;0,017;0,01;0,01;-99;-99;58,59;14,12;0,01;0,1;0,01;0,18;0,017;0,01;0,016;-99;-99;53,66;20,82;0,014;0,1;0,01;0,28;0,017;0,01;0,01;-99;-99;56,745;16,628;0,011;0,1;0,01;0,217;0,017;0,01;0,014;-99;-99;31,72;50,27;0,018;1,46;0,01;0,97;0,016;0,01;0,01;-99;-99;98,212;98,462;98,245;98;98,152;98,14
IMS;IF;IF;47,103;32,129;0,024;0,316;0,015;0,308;0,019;0,025;0,024;-99;-99;36,397;12,008;7,364;19,372;44,242;64,98;5,98;0,025;0,15;0,013;0,22;0,01;0,015;0,036;-99;-99;65,46;5,21;0,027;0,21;0,017;0,22;0,01;0,012;0,035;-99;-99;62,62;9,16;0,031;0,32;0,018;0,21;0,131;0,023;0,029;-99;-99;64,38;6,712;0,029;0,252;0,017;0,216;0,056;0,016;0,033;-99;-99;24,83;64,77;0,02;0,48;0,016;0,42;0,01;0,038;0,01;-99;-99;100,239;99,387;99,369;99,495;99,417;101,294
AG;AG;CG;57,862;3,904;0,062;4,931;0,027;7,063;0,017;0,028;0,208;-99;-99;13,097;14,062;9,422;23,484;63,426;59,86;2,65;0,054;3,44;0,019;7,63;0,013;0,032;0,142;-99;-99;59,25;3,98;0,047;3,44;0,019;7,39;0,01;0,021;0,13;-99;-99;56,8;5,83;0,058;3,92;0,024;8,84;0,01;0,03;0,165;-99;-99;58,267;4,722;0,051;3,633;0,021;7,972;0,01;0,025;0,144;-99;-99;57,3;3,86;0,067;5,72;0,031;6,61;0,245;0,029;0,021;-99;-99;99,053;99,637;99,813;100,166;99,954;98,6
IFSR;IF;IF;48,098;29,785;0,019;0,329;0,013;0,356;0,01;0,015;0,016;-99;-99;37,035;11,838;7,744;19,582;43,393;63,06;8,71;0,021;0,2;0,011;0,18;0,01;0,01;0,019;-99;-99;66,34;4,06;0,026;0,17;0,014;0,2;0,01;0,01;0,032;-99;-99;66,88;3,39;0,033;0,28;0,018;0,29;0,01;0,01;0,016;-99;-99;66,554;3,795;0,029;0,214;0,016;0,236;0,01;0,01;0,026;-99;-99;27;59,5;0,013;0,49;0,013;0,56;0,01;0,022;0,01;-99;-99;99,337;99,348;99,406;99,713;99,53;99,24
IMS;IF;IF;49,538;27,963;0,03;0,882;0,016;0,718;0,01;0,021;0,035;-99;-99;46,707;8,778;4,114;12,892;40,411;63,72;7,6;0,035;0,39;0,013;0,5;0,01;0,018;0,039;-99;-99;65,39;5,91;0,038;0,47;0,016;0,43;0,01;0,01;0,054;-99;-99;62,15;8,79;0,054;0,7;0,022;0,75;0,01;0,018;0,047;-99;-99;64,356;6,829;0,043;0,543;0,018;0,532;0,01;0,013;0,052;-99;-99;28,42;58,24;0,021;1,56;0,019;1,03;0,024;0,028;0,01;-99;-99;100,543;99,754;100,48;99,323;100,111;101,597
IFS;IF;IF;46,788;30,669;0,02;0,942;0,017;0,731;0,01;0,023;0,073;-99;-99;28,795;11,767;11,539;23,306;47,9;67,73;1,84;0,023;0,68;0,02;0,37;0,01;0,033;0,087;-99;-99;66,42;3,73;0,024;0,56;0,015;0,41;0,01;0,01;0,084;-99;-99;32,66;51;0,013;0,25;0,015;0,55;0,01;0,026;0,046;-99;-99;49,705;27,134;0,019;0,407;0,015;0,479;0,01;0,018;0,065;-99;-99;32,78;49,72;0,018;1,36;0,016;1,07;0,068;0,019;0,01;-99;-99;99,409;99,932;99,839;98,625;99,239;99,174
IMS;IMN;IMN;21,727;62,275;0,13;0,36;2,668;3,513;0,01;0,118;0,046;-99;-99;36,184;15,368;12,037;27,405;36,412;22,94;60,01;0,215;0,17;1,963;3,79;0,01;0,08;0,033;-99;-99;17,35;68,98;0,097;0,11;3,188;3,07;0,01;0,1;0,015;-99;-99;15,25;71,31;0,072;0,13;3,601;3,07;0,01;0,142;0,025;-99;-99;16,428;70,003;0,086;0,119;3,369;3,07;0,01;0,118;0,019;-99;-99;24,51;58,71;0,079;0,73;2,842;3,57;0,078;0,157;0,01;-99;-99;101,128;99,918;101,429;101,305;101,373;102,148
IFS;IF;IF;34,9210;46,675;0,035;1,652;0,025;1,252;0,022;0,032;0,093;-99;-99;29,701;10,494;12,433;22,927;47,378;33,47;49,73;0,036;1,38;0,022;1,27;0,028;0,05;0,1;-99;-99;51,71;23,56;0,03;0,8;0,034;0,69;0,016;0,01;0,07;-99;-99;47,92;26,78;0,032;1,47;0,03;1,08;0,018;0,01;0,103;-99;-99;49,655;25,306;0,031;1,163;0,032;0,901;0,017;0,01;0,088;-99;-99;28,7;55,1;0,036;2,06;0,023;1,41;0,09;0,032;0,021;-99;-99;99,765;100,521;99,188;98,084;98,589;99,858
IFG;IF;IF;27,481;57,627;0,028;1,259;0,314;1,951;0,015;0,081;0,059;-99;-99;0,238;2,306;6,442;8,748;91,028;33,04;43,13;0,088;2,38;2,26;3,99;0,019;0,082;0,12;-99;-99;43,33;32,63;0,025;0,71;1,649;1,47;0,019;0,039;0,045;-99;-99;38,85;40,5;0,019;0,69;0,788;1,22;0,023;0,046;0,044;-99;-99;40,031;38,425;0,021;0,695;1,015;1,286;0,022;0,044;0,044;-99;-99;26,26;59,51;0,028;1,31;0,242;2,01;0,06;0,085;0,014;-99;-99;100,751;100,078;99,048;99,128;99,107;100,91
IMS;FFG;IAL;40,4480;35,082;0,072;3,853;0,086;2,4;0,021;0,024;0,211;-99;-99;35,364;15,84;18,93;34,77;29,866;55;13,42;0,071;4,42;0,141;2,65;0,015;0,01;0,302;-99;-99;54,56;14,98;0,09;3,99;0,102;2,69;0,019;0,01;0,339;-99;-99;19,69;68,33;0,056;2,02;0,035;1,39;0,024;0,035;0,089;-99;-99;35,576;44,026;0,071;2,917;0,066;1,982;0,022;0,024;0,203;-99;-99;28,89;50,32;0,075;4,27;0,044;2,59;0,112;0,041;0,028;-99;-99;99,696;99,795;100,37;100,212;100,285;98,894
ICL;IC;IC;32,894;49,138;0,073;0,43;0,173;2,951;0,013;0,083;0,022;-99;-99;73,729;6,631;3,02;9,651;16,62;31,8;51,43;0,059;0,32;0,083;2,38;0,012;0,07;0,018;-99;-99;33,65;47,71;0,079;0,49;0,154;3,25;0,014;0,082;0,024;-99;-99;39,75;36,7;0,089;0,51;0,39;3,75;0,015;0,083;0,022;-99;-99;35,559;44,265;0,082;0,496;0,228;3,406;0,014;0,082;0,023;-99;-99;36,2;41,8;0,128;0,88;0,541;5,22;0,038;0,144;0,017;-99;-99;100,056;99,937;100,059;98,618;99,607;100,846
IMS;IC;IC;32,938;50,439;0,02;0,304;0,259;0,554;0,013;0,01;0,038;-99;-99;60,545;14,215;3,414;17,629;21,832;34,98;47,58;0,017;0,25;0,204;0,47;0,01;0,01;0,032;-99;-99;44,39;33,77;0,017;0,26;0,24;0,5;0,01;0,01;0,047;-99;-99;41,94;36,9;0,02;0,33;0,406;0,64;0,069;0,01;0,038;-99;-99;43,916;34,376;0,018;0,274;0,272;0,527;0,021;0,01;0,045;-99;-99;18,41;71,34;0,03;0,48;0,403;0,81;0,049;0,01;0,014;-99;-99;98,83;98,665;98,41;98,519;98,432;99,613
ICS;IC;IC;38,256;42,585;0,089;0,342;0,034;2,334;0,014;0,013;0,027;-99;-99;60,993;8,413;6,492;14,905;24,108;41,5;37,8;0,087;0,25;0,028;2,39;0,012;0,01;0,024;-99;-99;44,81;31,15;0,144;0,43;0,059;3,62;0,013;0,013;0,03;-99;-99;41,64;36,09;0,14;0,55;0,099;3,24;0,017;0,01;0,03;-99;-99;43,429;33,302;0,142;0,482;0,076;3,454;0,015;0,012;0,03;-99;-99;26,85;60,43;0,063;0,49;0,023;1,5;0,034;0,022;0,018;-99;-99;100,257;100,054;99,727;99,918;99,809;101,056
IFG;IFR;IFR;60,429;9,585;0,053;0,634;0,933;2,417;0,016;0,039;0,034;-99;-99;15,753;14,416;15,245;29,661;54,587;67,61;1,78;0,02;0,24;0,302;0,71;0,01;0,01;0,021;-99;-99;67,4;2,43;0,02;0,3;0,256;0,7;0,01;0,01;0,026;-99;-99;65,03;6,17;0,024;0,19;0,274;0,42;0,017;0,01;0,044;-99;-99;66,182;4,352;0,022;0,243;0,265;0,556;0,014;0,01;0,035;-99;-99;55,23;14,68;0,079;0,96;1,478;3,92;0,038;0,064;0,019;-99;-99;100,446;99,869;100,214;100,233;100,223;100,733
IFS;IMN;IMN;41,327;37,068;0,017;0,589;1,13;0,82;0,03;0,01;0,029;-99;-99;3,038;12,167;13,828;25,995;70,967;65,58;5,96;0,01;0,1;0,245;0,25;0,034;0,01;0,044;-99;-99;63,32;8;0,01;0,33;0,299;0,35;0,031;0,01;0,033;-99;-99;57,89;15,07;0,01;0,3;0,494;0,38;0,056;0,01;0,041;-99;-99;60,432;11,761;0,01;0,314;0,403;0,366;0,044;0,01;0,037;-99;-99;33,29;47,67;0,02;0,71;1,434;1,01;0,026;0,01;0,024;-99;-99;99,129;100,497;99,692;99,283;99,475;98,942
IFL;FFG;IF;30,345;51,881;0,047;1,295;0,629;2,901;0,022;0,099;0,089;-99;-99;15,281;10,874;8,536;19,41;65,309;24,06;65,37;0,019;0,36;0,196;0,95;0,027;0,036;0,027;-99;-99;31,7;53,35;0,02;0,35;0,198;1,04;0,022;0,04;0,042;-99;-99;33,79;48,13;0,022;0,46;0,247;1,12;0,023;0,042;0,076;-99;-99;32,619;51,054;0,021;0,398;0,22;1,075;0,022;0,041;0,057;-99;-99;31,14;48,97;0,062;1,78;0,852;3,9;0,113;0,131;0,021;-99;-99;100,591;101,465;100,467;98,53;99,615;100,678
IFL;IGO;IGO;45,473;28,723;0,105;1,246;0,891;3,944;0,016;0,069;0,09;-99;-99;28,97;11,661;7,624;19,285;51,744;53,13;17,73;0,165;0,79;1,129;5,28;0,018;0,041;0,064;-99;-99;57,17;12,53;0,092;1,09;1,503;3,42;0,014;0,034;0,089;-99;-99;52,06;19,88;0,08;1,09;0,976;3,23;0,019;0,065;0,111;-99;-99;55,15;15,436;0,087;1,09;1,295;3,345;0,016;0,046;0,098;-99;-99;37,58;39,83;0,078;1,56;0,608;3,42;0,102;0,093;0,015;-99;-99;100,492;101,719;101,064;100,269;100,75;99,712
HFA;FFG;IMN;40,632;31,56;0,032;1,638;3,543;3,041;0,025;0,131;0,096;-99;-99;24,69;20,41;13,048;33,458;41,853;37,44;37,97;0,028;1,23;3,06;2,47;0,022;0,082;0,071;-99;-99;39,01;33,6;0,037;1,22;4,085;3,22;0,024;0,12;0,08;-99;-99;38,5;35,74;0,033;1,42;3,721;3,01;0,032;0,168;0,093;-99;-99;38,811;34,435;0,035;1,298;3,943;3,138;0,027;0,139;0,085;-99;-99;43,97;25,48;0,032;2,15;3,507;3,3;0,119;0,154;0,025;-99;-99;99,231;99,388;99,396;100,387;99,781;98,693
IFD;IMN;IMN;43,803;26,46;0,095;3,222;1,633;5,085;0,032;0,089;0,288;-99;-99;0,347;2,45;6,087;8,537;91,116;22,19;65,75;0,014;0,88;0,543;0,86;0,024;0,01;0,041;-99;-99;46,63;26,77;0,023;1,45;1,168;1,77;0,031;0,01;0,19;-99;-99;46,64;27,98;0,032;1,85;0,816;2,09;0,027;0,01;0,247;-99;-99;46,637;27,633;0,029;1,735;0,917;1,998;0,028;0,01;0,231;-99;-99;43,62;26,2;0,101;3,37;1,704;5,39;0,294;0,097;0,032;-99;-99;100,127;100,023;98,449;100,012;99,562;100,178
IFD;QF;QF;12,169;76,402;0,033;1,582;1,905;2,781;0,018;0,017;0,072;-99;-99;0,758;4,428;7,835;12,263;86,979;8,69;83,13;0,031;0,85;1,638;2,54;0,01;0,01;0,038;-99;-99;12,58;75,19;0,043;1,25;2,471;3,54;0,015;0,018;0,074;-99;-99;10,27;78,68;0,032;1,2;2,104;2,94;0,061;0,011;0,067;-99;-99;11,104;77,42;0,036;1,218;2,237;3,157;0,044;0,014;0,07;-99;-99;12,35;76,2;0,033;1,64;1,861;2,73;0,073;0,017;0,014;-99;-99;100,805;101,188;101,362;100,432;100,769;100,809
IFD;IGO;IGO;34,464;44,032;0,042;1,523;0,878;4,315;0,021;0,147;0,067;-99;-99;7,918;9,671;7,273;16,944;75,138;37,42;36,86;0,034;1,1;2,938;3,89;0,014;0,059;0,033;-99;-99;44,19;29,42;0,035;0,83;1,537;4,33;0,016;0,08;0,053;-99;-99;45,94;28,72;0,035;0,87;0,872;3,78;0,019;0,09;0,079;-99;-99;44,941;29,12;0,035;0,847;1,252;4,094;0,017;0,084;0,064;-99;-99;31,79;48,15;0,045;1,72;0,577;4,41;0,071;0,17;0,023;-99;-99;100,608;99,327;99,972;100,445;100,175;100,842
IMS;IC;IC;36,3370;46,232;0,015;0,329;0,324;0,481;0,017;0,012;0,044;-99;-99;76,736;7,071;2,566;9,637;13,627;37,38;45,03;0,014;0,29;0,262;0,4;0,014;0,01;0,045;-99;-99;41,82;38,36;0,015;0,44;0,385;0,38;0,026;0,01;0,047;-99;-99;38,67;42,55;0,014;0,43;0,346;0,2;0,043;0,023;0,044;-99;-99;40,981;39,476;0,015;0,437;0,375;0,332;0,031;0,013;0,046;-99;-99;27,18;57,78;0,022;0,47;0,64;1,04;0,038;0,023;0,024;-99;-99;99,519;99,602;99,585;99,055;99,444;99,111
IFG;IF;IF;29,205;52,524;0,041;2,054;0,249;2,764;0,018;0,098;0,11;-99;-99;5,497;3,667;8,43;12,097;82,407;19,1;70,49;0,022;1,24;0,13;2,05;0,014;0,078;0,058;-99;-99;31,76;50,69;0,021;1,07;0,153;1,85;0,018;0,053;0,088;-99;-99;52,33;21,31;0,021;1,78;0,125;0,74;0,013;0,034;0,113;-99;-99;46,095;30,216;0,021;1,565;0,133;1,076;0,015;0,04;0,105;-99;-99;27,4;54,6;0,045;2,18;0,274;3,06;0,114;0,108;0,019;-99;-99;99,738;101,456;99,422;99,016;99,139;99,712
IFS;IGO;IGO;34,002;42,106;0,075;3,822;0,634;4,93;0,012;0,012;0,042;-99;-99;46,556;15,912;9,608;25,52;27,925;43,52;31,79;0,087;1,18;0,289;4,76;0,013;0,01;0,048;-99;-99;46,31;25,35;0,111;2,06;0,951;5,59;0,011;0,02;0,042;-99;-99;32,93;38,6;0,084;5,42;1,924;6,11;0,02;0,01;0,047;-99;-99;41,273;30,338;0,101;3,325;1,317;5,786;0,014;0,016;0,044;-99;-99;11,49;70,06;0,032;8,68;0,585;4,43;0,029;0,01;0,01;-99;-99;100,527;100,594;100,765;99,964;100,463;100,475
HF;HF;HF;66,2540;2,09;0,048;1,268;0,01;1,312;0,012;0,01;0,083;-99;-99;24,477;23,261;13,17;36,431;39,092;67,53;0,21;0,033;1,57;0,01;1,42;0,01;0,01;0,065;-99;-99;67,9;0,83;0,042;1,02;0,01;1,2;0,018;0,01;0,097;-99;-99;67,99;0,89;0,043;0,49;0,01;0,96;0,01;0,01;0,074;-99;-99;67,933;0,852;0,042;0,828;0,01;1,113;0,015;0,01;0,089;-99;-99;63,89;4,42;0,062;1,49;0,01;1,43;0,089;0,01;0,01;-99;-99;99,621;99,921;100,361;99,751;100,14;98,948
IFS;IF;IF;34,04;49,989;0,028;0,257;0,117;0,647;0,014;0,01;0,033;-99;-99;17,727;7,589;5,075;12,664;69,609;36,73;45,38;0,011;0,11;0,024;0,34;0,015;0,01;0,02;-99;-99;40,2;42,24;0,012;0,1;0,028;0,24;0,013;0,01;0,02;-99;-99;41,49;38,71;0,016;0,28;0,063;0,37;0,016;0,01;0,033;-99;-99;40,717;40,825;0,014;0,172;0,042;0,292;0,014;0,01;0,025;-99;-99;32,14;52,83;0,035;0,31;0,155;0,79;0,038;0,01;0,014;-99;-99;99,832;98,444;100,161;98,855;99,637;100,223
IFS;IGO;IGO;43,007;33,954;0,034;0,101;0,651;4,755;0,011;0,01;0,014;-99;-99;43,889;20,522;5,67;26,192;29,92;47,57;26,87;0,041;0,1;0,242;5,93;0,01;0,01;0,012;-99;-99;47,18;26,76;0,041;0,1;0,768;6,08;0,01;0,01;0,01;-99;-99;47,08;24,78;0,041;0,12;2,807;5,88;0,026;0,01;0,013;-99;-99;47,158;26,331;0,041;0,104;1,209;6,037;0,013;0,01;0,011;-99;-99;32,68;51,02;0,019;0,1;0,762;1,91;0,02;0,01;0,01;-99;-99;101,251;101,349;101,509;101,858;101,583;100,82
IMS;IC;IC;35,0920;49,515;0,03;0,116;0,023;0,358;0,02;0,01;0,019;-99;-99;57,379;12,741;4,822;17,563;25,059;38,55;44,98;0,023;0,1;0,01;0,2;0,02;0,01;0,012;-99;-99;46,21;32,06;0,025;0,1;0,017;0,33;0,022;0,01;0,027;-99;-99;47,67;30,1;0,03;0,12;0,024;0,44;0,019;0,01;0,082;-99;-99;46,611;31,522;0,026;0,105;0,019;0,36;0,021;0,01;0,042;-99;-99;19,1;72,51;0,048;0,16;0,055;0,72;0,018;0,01;0,021;-99;-99;100,307;100,503;98,695;99,025;98,784;100,927
IF;IC;IC;59,037;13,678;0,033;0,968;0,011;0,772;0,012;0,01;0,165;-99;-99;71,774;10,001;3,027;13,028;15,199;64,6;6,29;0,031;0,72;0,011;0,58;0,013;0,01;0,176;-99;-99;65,56;4,34;0,027;0,71;0,01;0,81;0,01;0,01;0,19;-99;-99;60,87;9,57;0,047;1,43;0,01;1,33;0,01;0,01;0,167;-99;-99;64,47;5,555;0,032;0,877;0,01;0,931;0,01;0,01;0,185;-99;-99;28,11;55,53;0,041;2,22;0,01;1,54;0,094;0,01;0,01;-99;-99;100,1;100,233;99,876;99,663;99,827;99,7
IF;IC;IC;49,189;28,654;0,019;1,068;0,011;0,445;0,012;0,043;0,044;-99;-99;54,259;10,297;4,534;14,831;30,917;60,5;12,85;0,018;0,81;0,011;0,32;0,01;0,058;0,058;-99;-99;62,18;10,25;0,02;0,94;0,01;0,4;0,019;0,052;0,042;-99;-99;59,36;14,05;0,022;1,09;0,01;0,45;0,026;0,063;0,037;-99;-99;61,318;11,412;0,021;0,986;0,01;0,415;0,021;0,055;0,04;-99;-99;23,52;64,66;0,021;1,56;0,01;0,68;0,022;0,01;0,01;-99;-99;100,649;100,658;100,66;100,646;100,656;100,63
IF;IFR;IFR;55,3070;17,604;0,026;1,614;0,012;0,846;0,027;0,023;0,068;-99;-99;36,333;23,931;8,758;32,689;30,978;59,84;12,51;0,018;0,66;0,011;0,29;0,04;0,02;0,052;-99;-99;66,48;3,6;0,022;0,63;0,012;0,39;0,024;0,021;0,088;-99;-99;61,85;8,51;0,031;1,13;0,013;0,78;0,018;0,026;0,088;-99;-99;65,24;4,915;0,024;0,764;0,012;0,494;0,022;0,022;0,088;-99;-99;39,51;36,97;0,036;3,63;0,012;1,87;0,065;0,029;0,018;-99;-99;99,329;99,181;99,865;99,067;99,649;99,167
HF;HC;HC;65,3250;0,816;0,06;2,424;0,01;2,872;0,025;0,01;0,065;-99;-99;65,321;13,32;6,063;19,383;15,296;64,99;0,76;0,056;2,71;0,01;3;0,023;0,01;0,053;-99;-99;66,36;0,47;0,052;1,79;0,01;2,33;0,018;0,01;0,042;-99;-99;66,24;0,81;0,06;1,66;0,01;2,28;0,069;0,01;0,085;-99;-99;66,322;0,576;0,055;1,749;0,01;2,314;0,034;0,01;0,055;-99;-99;65,49;1,36;0,082;2,06;0,01;3,03;0,131;0,01;0,022;-99;-99;99,758;99,613;99,667;99,768;99,698;100,445
CG;CG;CG;61,016;9,181;0,099;0,659;0,01;2,375;0,01;0,01;0,127;-99;-99;60,581;16,055;6,252;22,307;17,113;65,16;3,58;0,096;0,58;0,01;2,13;0,01;0,01;0,109;-99;-99;63,6;4,83;0,111;0,76;0,01;2,97;0,01;0,01;0,177;-99;-99;63,26;5,49;0,122;0,75;0,01;2,88;0,01;0,012;0,143;-99;-99;63,505;5,015;0,114;0,757;0,01;2,945;0,01;0,011;0,167;-99;-99;43,1;34,44;0,09;0,81;0,01;2,5;0,136;0,01;0,011;-99;-99;99,836;99,811;99,953;100,02;99,972;99,746
IF;IF;IF;51,112;25,23;0,014;1,253;0,01;0,72;0,01;0,01;0,026;-99;-99;33,715;13,327;7,866;21,193;45,092;64,87;6,51;0,01;0,15;0,01;0,17;0,01;0,01;0,024;-99;-99;68,3;2,11;0,01;0,16;0,01;0,18;0,01;0,01;0,027;-99;-99;66,22;4,13;0,021;0,45;0,01;0,26;0,01;0,01;0,027;-99;-99;67,528;2,86;0,014;0,268;0,01;0,21;0,01;0,01;0,027;-99;-99;33,11;49,74;0,018;2,54;0,01;1,37;0,028;0,01;0,01;-99;-99;100,369;99,654;100,181;99,623;99,975;101,09
RO;HCT;CG;65,936;0,896;0,081;0,813;0,01;3,767;0,011;0,014;0,174;-99;-99;65,186;13,977;7,686;21,663;13,151;67,42;0,43;0,064;0,59;0,01;2,4;0,01;0,01;0,128;-99;-99;65,23;0,67;0,1;0,84;0,01;5,13;0,01;0,01;0,212;-99;-99;61,99;2,67;0,127;1,12;0,01;7,32;0,01;0,01;0,263;-99;-99;64,08;1,38;0,11;0,939;0,01;5,907;0,01;0,01;0,23;-99;-99;61,64;2,41;0,12;1,71;0,011;7,02;0,313;0,037;0,017;-99;-99;100,142;100,118;100,373;100,324;100,356;99,923
HF;HC;HC;67,2850;1,12;0,052;1,324;0,01;1,231;0,01;0,01;0,096;-99;-99;53,61;20,416;7,509;27,925;18,473;68,17;0,51;0,04;1,16;0,01;1,02;0,01;0,01;0,072;-99;-99;67,81;0,51;0,045;1,22;0,01;1,02;0,01;0,01;0,104;-99;-99;67,42;1,38;0,052;0,97;0,01;1,07;0,01;0,01;0,094;-99;-99;67,705;0,744;0,047;1,153;0,01;1,033;0,01;0,01;0,101;-99;-99;64,08;3,46;0,094;2,06;0,01;2,14;0,156;0,01;0,01;-99;-99;100,12;100,349;99,938;100,056;99,969;99,679
HF;IFR;IFR;53,912;19,746;0,035;1,111;0,01;1,093;0,01;0,01;0,082;-99;-99;11,254;18,927;13,008;31,935;56,811;66,47;1,33;0,03;1,93;0,01;1,41;0,01;0,01;0,1;-99;-99;63,74;5,98;0,04;0,94;0,01;0,99;0,01;0,01;0,088;-99;-99;65,05;4,46;0,041;0,74;0,01;0,98;0,01;0,01;0,081;-99;-99;64,274;5,361;0,04;0,859;0,01;0,986;0,01;0,01;0,085;-99;-99;45,6;31,48;0,034;1,09;0,01;1,09;0,076;0,01;0,01;-99;-99;99,223;99,904;99,252;99,39;99,308;99,041
IF;IC;IC;49,239;28,184;0,01;0,448;0,01;0,29;0,01;0,01;0,042;-99;-99;89,149;2,378;0,491;2,869;7,982;51,95;24,26;0,01;0,42;0,01;0,28;0,01;0,01;0,044;-99;-99;57,82;15,71;0,013;0,62;0,01;0,31;0,01;0,01;0,061;-99;-99;59,28;13,97;0,02;0,61;0,015;0,44;0,01;0,01;0,066;-99;-99;58,07;15,412;0,014;0,618;0,011;0,332;0,01;0,01;0,062;-99;-99;15,79;76,6;0,011;0,7;0,01;0,39;0,018;0,01;0,01;-99;-99;99,417;99,333;99,429;99,924;99,513;100,341
IF;IC;IC;47,239;31,13;0,018;0,952;0,01;0,591;0,01;0,034;0,063;-99;-99;56,079;6,72;1,382;8,102;35,826;64,21;6,73;0,013;0,63;0,01;0,44;0,01;0,052;0,068;-99;-99;64,73;5,37;0,031;0,93;0,01;0,77;0,01;0,01;0,138;-99;-99;59,77;11,85;0,067;1,49;0,011;1,2;0,025;0,01;0,173;-99;-99;63,884;6,475;0,037;1,026;0,01;0,843;0,013;0,01;0,144;-99;-99;16,91;74,9;0,021;1,44;0,01;0,77;0,036;0,01;0,01;-99;-99;100,372;99,774;99,856;100,369;99,944;101,403
IF;IC;IC;48,303;28,272;0,066;1,143;0,01;0,89;0,024;0,03;0,085;-99;-99;60,272;5,516;1,458;6,974;32,76;64,94;4,79;0,069;0,9;0,01;0,79;0,033;0,044;0,093;-99;-99;65,52;3,72;0,094;0,99;0,01;1,01;0,01;0,01;0,197;-99;-99;61,66;8,22;0,13;1,28;0,01;1,42;0,01;0,01;0,232;-99;-99;64,713;4,661;0,102;1,051;0,01;1,096;0,01;0,01;0,204;-99;-99;14,2;76,5;0,054;1,61;0,01;1,03;0,046;0,01;0,01;-99;-99;99,667;99,666;99,839;99,638;99,799;99,644
IF;IC;IC;49,003;28,948;0,033;0,442;0,01;0,328;0,03;0,01;0,045;-99;-99;73,616;4,073;0,989;5,062;21,322;59,28;14,15;0,033;0,39;0,01;0,29;0,037;0,01;0,05;-99;-99;60,75;11,66;0,037;0,44;0,01;0,39;0,012;0,01;0,113;-99;-99;54,76;19,09;0,077;0,87;0,01;0,91;0,029;0,01;0,101;-99;-99;59,58;13,112;0,045;0,524;0,01;0,492;0,015;0,01;0,111;-99;-99;11,01;83,8;0,031;0,6;0,01;0,42;0,012;0,01;0,011;-99;-99;99,951;99,768;99,577;99,49;99,562;100,678
CG;CG;CG;64,396;1,578;0,123;1,015;0,016;4,616;0,014;0,059;0,222;-99;-99;50,899;18,611;11,483;30,094;19,013;65,82;0,86;0,092;0,77;0,013;3,7;0,01;0,067;0,164;-99;-99;65,51;1,32;0,124;1,13;0,018;3,63;0,031;0,047;0,216;-99;-99;63,95;1,14;0,149;1,05;0,017;5,2;0,01;0,035;0,252;-99;-99;64,915;1,251;0,134;1,099;0,018;4,229;0,023;0,042;0,23;-99;-99;59,76;4,02;0,189;1,54;0,02;7,68;0,364;0,065;0,01;-99;-99;99,873;99,901;100,341;99,48;100,013;99,577
